2008-02-02 13:34:07,116.34217,39.8668
2008-02-02 13:34:12,116.34217,39.8668
2008-02-02 13:34:17,116.34217,39.8668
2008-02-02 13:34:22,116.34217,39.8668
2008-02-02 13:34:27,116.34217,39.8668
2008-02-02 13:34:32,116.34217,39.8668
2008-02-02 13:34:37,116.34217,39.8668
2008-02-02 13:34:42,116.34217,39.8668
2008-02-02 13:34:47,116.34217,39.8668
2008-02-02 13:34:52,116.34217,39.8668
2008-02-02 13:34:57,116.34217,39.8668
2008-02-02 13:35:02,116.34217,39.8668
2008-02-02 13:35:07,116.34217,39.8668
2008-02-02 13:35:12,116.34217,39.8668
2008-02-02 13:35:17,116.34217,39.8668
2008-02-02 13:35:22,116.34217,39.8668
2008-02-02 13:35:27,116.34217,39.8668
2008-02-02 13:35:32,116.34217,39.8668
2008-02-02 13:35:37,116.34217,39.8668
2008-02-02 13:35:37,116.34217,39.8668
2008-02-02 13:35:42,116.34217,39.8668
2008-02-02 13:35:42,116.34217,39.8668
2008-02-02 13:35:47,116.34217,39.8668
2008-02-02 13:35:52,116.34217,39.8668
2008-02-02 13:35:57,116.34217,39.8668
2008-02-02 13:36:02,116.34217,39.8668
2008-02-02 13:36:07,116.34217,39.8668
2008-02-02 13:36:17,116.34217,39.8668
2008-02-02 13:36:22,116.34217,39.8668
2008-02-02 13:36:27,116.34217,39.8668
2008-02-02 13:36:32,116.34217,39.8668
2008-02-02 13:36:37,116.34217,39.8668
2008-02-02 13:36:42,116.31,39.77822
2008-02-02 13:36:47,116.30973,39.77757
2008-02-02 13:36:52,116.3095,39.77698
2008-02-02 13:36:57,116.30925,39.77632
2008-02-02 13:37:02,116.30898,39.77567
2008-02-02 13:37:07,116.30873,39.77498
2008-02-02 13:37:12,116.30848,39.77435
2008-02-02 13:37:17,116.30823,39.77375
2008-02-02 13:37:22,116.30802,39.77318
2008-02-02 13:37:27,116.30777,39.77257
2008-02-02 13:37:32,116.30752,39.77197
2008-02-02 13:37:37,116.30727,39.77132
2008-02-02 13:37:42,116.307,39.77067
2008-02-02 13:37:47,116.30673,39.77
2008-02-02 13:37:52,116.30653,39.7695
2008-02-02 13:37:57,116.3064,39.76917
2008-02-02 13:38:02,116.3063,39.76892
2008-02-02 13:38:07,116.3062,39.76867
2008-02-02 13:38:12,116.30605,39.76827
2008-02-02 13:38:17,116.30587,39.76782
2008-02-02 13:38:22,116.30565,39.76732
2008-02-02 13:38:27,116.30545,39.76682
2008-02-02 13:38:32,116.30528,39.76637
2008-02-02 13:38:37,116.30513,39.76603
2008-02-02 13:38:42,116.30497,39.76588
2008-02-02 13:38:47,116.30487,39.76577
2008-02-02 13:38:50,116.30483,39.76575
2008-02-02 13:38:55,116.30475,39.7656
2008-02-02 13:39:00,116.3046,39.76523
2008-02-02 13:39:05,116.30438,39.76473
2008-02-02 13:39:10,116.30417,39.76415
2008-02-02 13:39:15,116.30395,39.76362
2008-02-02 13:39:20,116.30377,39.76315
2008-02-02 13:39:25,116.30363,39.76282
2008-02-02 13:39:30,116.30357,39.76258
2008-02-02 13:39:34,116.30353,39.7625
2008-02-02 13:39:51,116.30352,39.76243
2008-02-02 13:39:55,116.30348,39.76228
2008-02-02 13:39:58,116.30358,39.76217
2008-02-02 13:40:02,116.30385,39.76205
2008-02-02 13:40:07,116.3044,39.76203
2008-02-02 13:40:12,116.30512,39.76198
2008-02-02 13:40:17,116.30597,39.76198
2008-02-02 13:40:22,116.30685,39.76198
2008-02-02 13:40:27,116.30772,39.76198
2008-02-02 13:40:27,116.30772,39.76198
2008-02-02 13:40:32,116.30862,39.76198
2008-02-02 13:40:32,116.30862,39.76198
2008-02-02 13:40:37,116.30957,39.762
2008-02-02 13:40:42,116.31047,39.762
2008-02-02 13:40:47,116.31142,39.762
2008-02-02 13:40:52,116.3125,39.76202
2008-02-02 13:40:57,116.31357,39.762
2008-02-02 13:41:02,116.31458,39.762
2008-02-02 13:41:07,116.31548,39.76198
2008-02-02 13:41:10,116.31585,39.76197
2008-02-02 13:41:18,116.316,39.76125
2008-02-02 13:41:23,116.316,39.76057
2008-02-02 13:41:38,116.31622,39.75825
2008-02-02 13:41:43,116.31632,39.7575
2008-02-02 13:41:48,116.31638,39.75683
2008-02-02 13:41:53,116.31647,39.75638
2008-02-02 13:41:58,116.31652,39.75613
2008-02-02 13:42:11,116.31655,39.75575
2008-02-02 13:42:21,116.31655,39.75465
2008-02-02 13:42:26,116.31653,39.75393
2008-02-02 13:42:31,116.31653,39.75318
2008-02-02 13:42:36,116.31653,39.75258
2008-02-02 13:42:41,116.31653,39.75222
2008-02-02 13:42:46,116.31653,39.75208
2008-02-02 13:43:10,116.31653,39.75203
2008-02-02 13:43:15,116.31653,39.75172
2008-02-02 13:43:20,116.31653,39.75125
2008-02-02 13:43:25,116.31653,39.75065
2008-02-02 13:43:30,116.31653,39.74998
2008-02-02 13:43:35,116.31655,39.74935
2008-02-02 13:43:40,116.31655,39.74903
2008-02-02 13:44:18,116.31655,39.74897
2008-02-02 13:44:23,116.31655,39.74863
2008-02-02 13:44:28,116.31655,39.7481
2008-02-02 13:44:33,116.31655,39.74742
2008-02-02 13:44:38,116.31657,39.74668
2008-02-02 13:44:43,116.31657,39.74593
2008-02-02 13:44:48,116.31657,39.74522
2008-02-02 13:44:53,116.31657,39.74465
2008-02-02 13:44:58,116.31657,39.7441
2008-02-02 13:45:03,116.31655,39.74365
2008-02-02 13:45:08,116.31653,39.74333
2008-02-02 13:45:11,116.31652,39.7433
2008-02-02 13:45:34,116.31637,39.7433
2008-02-02 13:45:38,116.3161,39.74327
2008-02-02 13:45:41,116.31587,39.74325
2008-02-02 13:45:44,116.3157,39.74332
2008-02-02 13:45:53,116.31558,39.74357
2008-02-02 13:58:28,116.31532,39.7435
2008-02-02 14:45:10,116.31532,39.7435
2008-02-02 14:45:15,116.31532,39.7435
2008-02-02 14:45:18,116.31532,39.7435
2008-02-02 14:45:21,116.31532,39.7435
2008-02-02 14:45:25,116.31532,39.7435
2008-02-02 14:45:28,116.31532,39.7435
2008-02-02 14:45:34,116.31532,39.7435
2008-02-02 14:45:38,116.31532,39.7435
2008-02-02 14:45:41,116.31532,39.7435
2008-02-02 14:45:43,116.31532,39.7435
2008-02-02 14:45:47,116.31532,39.7435
2008-02-02 14:45:50,116.31532,39.7435
2008-02-02 14:45:55,116.31532,39.7435
2008-02-02 14:45:58,116.31532,39.7435
2008-02-02 17:09:52,116.31542,39.74363
2008-02-02 17:09:56,116.31557,39.74362
2008-02-02 17:09:59,116.3157,39.74363
2008-02-02 17:10:02,116.31573,39.74357
2008-02-02 17:10:05,116.31572,39.74348
2008-02-02 17:10:08,116.31573,39.7434
2008-02-02 17:10:11,116.316,39.74367
